server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
1622.2945573329926,1631.5401890277863,1612.9220542907715;1622.2408239841461,1628.5349340438843,1612.9355826377869;1619.217838525772,1628.5187044143677,1615.9256706237793,1631.539615392685,1612.8909447193146;1622.2440221309662,1628.5358309745789,1612.9883613586426,1628.5314183235168
1650.2466094493866,1656.5407974720001,1640.9733681678772,1656.5355637073517,1640.9733717441559,1656.5403094291687,1640.874242067337;1647.1822061538696,1656.5245990753174,1640.9334166049957;1650.197331905365,1656.5306458473206,1640.9373848438263;1647.231053352356,1656.4827024936676
1675.3603315353394,1681.6279141902924,1666.0095191001892;1675.3100125789642,1681.6190071105957,1666.1035549640656,1681.6213779449463,1666.103558063507,1681.6274018287659,1666.0308694839478;1672.3013429641724,1681.622174501419,1666.0095245838165;1675.2962310314178,1681.62402176857
1700.28422164917,1709.5876038074493,1691.0068604946136;1700.2162826061249,1709.5822508335114,1691.0714769363403,1706.569760799408,1691.015032529831;1700.2338790893555,1709.577671289444,1691.0714800357819,1709.5870335102081,1690.978713274002;1697.2397484779358,1709.5722470283508
1728.3488705158234,1734.641438484192,1718.962764263153;1728.290960073471,1734.6365644931793,1718.9301912784576;1728.2909634113312,1734.6409833431244,1719.0072665214539;1728.244386434555,1734.6373453140259,1719.046849489212,1734.6391761302948,1719.0468525886536,1734.6381998062134
1753.394129037857,1759.7238101959229,1744.039269208908;1753.28458237648,1759.7233579158783,1744.0430130958557;1753.3429951667786,1759.7059240341187,1744.0930263996124,1759.7183773517609,1744.0109746456146;1753.3429915904999,1759.7139611244202,1744.0930230617523,1759.7083451747894
1778.4616503715515,1784.7288732528687,1769.0932998657227,1784.7279727458954,1769.0932970046997,1784.725388288498,1766.0914793014526;1778.411231994629,1784.728708267212,1769.0290806293488;1778.411235332489,1784.7271437644958,1766.0867800712585;1778.3670535087585,1784.7262215614319
1803.4372291564941,1809.7401492595673,1791.0556364059448;1803.3855075836182,1809.7260279655457,1794.1461572647095,1809.720516204834,1794.0681540966034;1803.3812210559845,1809.7397000789642,1794.1461544036865,1809.735886335373,1794.0968623161316;1800.3558206558228,1809.7317492961884
1828.4564814567566,1834.7250878810883,1816.0583519935608;1828.4077408313751,1834.7247126102448,1819.1031606197357;1828.3572418689728,1834.7222728729248,1819.1603984832764,1834.720186471939,1819.0985929965973;1828.4077444076538,1834.6966469287872,1819.1603956222534,1834.7179884910583
1853.4804546833038,1862.7912108898163,1844.1777045726776,1859.7837164402008,1844.1777079105377,1859.7847354412079,1844.116977930069;1853.403603553772,1859.785787820816,1844.0830461978912;1850.4137153625488,1859.7864820957184,1844.1214938163757;1853.4208588600159,1862.7905740737915
1881.5522520542145,1887.8155879974365,1872.196991443634;1881.5033082962036,1887.814663887024,1872.2597353458405,1887.812804222107,1872.2015144824982;1881.4453783035278,1887.8154158592224,1869.1370146274567;1881.5033113956451,1887.8138122558594,1872.2597324848175,1887.811779975891
1906.574559211731,1915.8696584701538,1897.2285239696503;1906.473742723465,1912.858314037323,1897.1837837696075;1906.5254881381989,1912.8564822673798,1897.2680325508118,1915.8695032596588,1897.2680358886719,1915.865505695343,1897.1790306568146;1906.5254848003387,1912.8575110435486
1934.6241335868835,1940.8885004520416,1925.1723911762238;1934.516591310501,1940.884462594986,1925.2587568759918,1937.8463764190674,1925.2231469154358;1934.573763847351,1940.8882944583893,1925.2587535381317,1940.8857910633087,1922.2011680603027;1934.5737669467926,1940.8869321346283
1959.7844219207764,1966.053880929947,1950.3800160884857;1959.7351970672607,1966.052101135254,1950.4268035888672,1966.0513098239899,1950.3800206184387;1959.7025525569916,1966.0537197589874,1950.3837134838104;1959.7352001667023,1966.05055642128,1950.4268007278442,1966.0530138015747
1984.7368841171265,1994.030169248581,1975.440318107605,1991.0027232170105,1975.440315246582,1991.0226066112518,1972.3463351726532;1984.6775920391083,1994.0300192832947,1975.3825736045837;1984.6217675209045,1994.0292472839355,1975.3594477176666;1984.6775951385498,1991.021469116211
2012.7631287574768,2022.0199546813965,2003.4084277153015;2012.712081193924,2019.0163152217865,2003.309296131134;2012.7120778560638,2022.0197677612305,2003.4451813697815,2019.0153152942657,2000.3720843791962;2012.6620643138885,2019.0181543827057,2003.4451780319214,2019.0171990394592
2043.7460696697235,2053.0400874614716,2031.4334933757782;2040.7146272659302,2050.039664745331,2031.4030785560608;2043.6959702968597,2053.039900779724,2031.4705882072449,2050.040896654129,2031.4705910682678,2050.038876056671,2028.246409893036;2040.661550283432,2050.0416491031647
2071.7026534080505,2080.9664466381073,2062.3984229564667,2077.9578835964203,2059.350483894348;2071.6530680656433,2077.958956003189,2062.3984258174896,2080.965332508087,2062.334504842758;2071.6530652046204,2077.956936120987,2062.307418823242;2071.588884830475,2080.966295480728
2099.769941329956,2109.0647859573364,2090.320796728134;2099.6626574993134,2106.0540025234222,2087.3545649051666;2099.7203640937805,2109.064211368561,2090.416244506836,2109.058982372284,2090.4162471294403,2106.0520837306976,2087.3592574596405;2099.7203607559204,2106.053127527237
2127.8425369262695,2134.1290378570557,2118.5006999969482,2134.1284766197205,2115.3932781219482;2127.7320733070374,2134.093254804611,2118.4068517684937;2124.71319770813,2134.1156249046326,2118.500702857971,2134.1198904514313,2118.4643082618713;2127.7375004291534,2134.1240413188934
